schemaVersion,recordType,source.name,source.url,content.startupName,content.productName,content.pricingModel,content.website,collectedAt
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Ad Auris,UNKNOWN,https://play.ad-auris.com/,2026-08-15T17:39:56.707254+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Ad Intel,UNKNOWN,https://usemadmen.ai/ad-intel,2026-08-15T17:39:56.707264+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Ad Morph AI,UNKNOWN,https://www.admorphai.com/,2026-08-15T17:39:56.707273+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Ada,UNKNOWN,https://www.ada.cx/,2026-08-15T17:39:56.707281+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Adaptive Insights,UNKNOWN,https://www.adaptiveinsights.com/,2026-08-15T17:39:56.707290+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AdCopy,UNKNOWN,https://adcopy.ai/,2026-08-15T17:39:56.707301+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Adcrafter.ai,UNKNOWN,https://adcrafter.ai/,2026-08-15T17:39:56.707310+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Adcreative.ai,UNKNOWN,https://free-trial.adcreative.ai/futurepedia,2026-08-15T17:39:56.707319+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Addy AI,UNKNOWN,https://addy.so/,2026-08-15T17:39:56.707328+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Adept,UNKNOWN,https://www.adept.ai/,2026-08-15T17:39:56.707337+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AdIntelli,UNKNOWN,https://adintelli.ai/,2026-08-15T17:39:56.707346+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Adline,UNKNOWN,https://adline.com/,2026-08-15T17:39:56.707369+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,ADLN,UNKNOWN,https://adln.io/,2026-08-15T17:39:56.707379+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Adobe Express,UNKNOWN,https://www.adobe.com/express,2026-08-15T17:39:56.707387+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Adobe Firefly,UNKNOWN,https://www.adobe.com/products/firefly.html/,2026-08-15T17:39:56.707399+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Adobe Photoshop,UNKNOWN,https://www.adobe.com/products/photoshop.html,2026-08-15T17:39:56.707409+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Adobe Podcast,UNKNOWN,https://podcast.adobe.com/,2026-08-15T17:39:56.707418+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Adobe Premiere Pro,UNKNOWN,https://www.adobe.com/products/premiere.html,2026-08-15T17:39:56.707427+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Adorno,UNKNOWN,https://adorno.ai/,2026-08-15T17:39:56.707437+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Adrenaline,UNKNOWN,https://useadrenaline.com/,2026-08-15T17:39:56.707446+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Adsby,UNKNOWN,https://adsby.co/,2026-08-15T17:39:56.707454+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AdsGency AI,UNKNOWN,https://adsgency.ai/,2026-08-15T17:39:56.707463+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AdswithAI,UNKNOWN,https://adswithai.io/,2026-08-15T17:39:56.707472+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Afforai,UNKNOWN,https://afforai.com/,2026-08-15T17:39:56.707480+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Aflorithmic,UNKNOWN,https://aflorithmic.ai/,2026-08-15T17:39:56.707493+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AfterShoot,UNKNOWN,https://aftershoot.com/,2026-08-15T17:39:56.707504+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Agent Herbie,UNKNOWN,https://agentherbie.com,2026-08-15T17:39:56.707512+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AgentGPT,UNKNOWN,https://agentgpt.reworkd.ai/,2026-08-15T17:39:56.707520+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Agentic,UNKNOWN,https://www.agentic.ai/,2026-08-15T17:39:56.707528+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Agentive,UNKNOWN,https://www.goagentive.com/,2026-08-15T17:39:56.707537+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AgentOps,UNKNOWN,https://www.agentops.ai,2026-08-15T17:39:56.707545+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AgentScale AI,UNKNOWN,https://agentscale.ai,2026-08-15T17:39:56.707557+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AgentsForce,UNKNOWN,https://www.agentsforce.com,2026-08-15T17:39:56.707565+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AgentVerse,UNKNOWN,https://agentverse.ai/,2026-08-15T17:39:56.707577+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AgentX,UNKNOWN,https://www.agentx.so/ai-chatbot,2026-08-15T17:39:56.707585+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Agora,UNKNOWN,https://www.agora.io/en,2026-08-15T17:39:56.707594+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AHelp,UNKNOWN,https://ahelp.com/,2026-08-15T17:39:56.707602+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI App Generator,UNKNOWN,https://uibakery.io/ai-app-generator,2026-08-15T17:39:56.707610+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI ASO Manager,UNKNOWN,https://asomanager.io/,2026-08-15T17:39:56.707618+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Assist by airfocus,UNKNOWN,https://airfocus.com/product/ai/,2026-08-15T17:39:56.707627+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Audio Kit,UNKNOWN,https://aiaudiokit.pages.dev/,2026-08-15T17:39:56.707635+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Baby Generator,UNKNOWN,https://aibabygenerator.com/,2026-08-15T17:39:56.707645+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Banner,UNKNOWN,https://app.ai-banner.com/,2026-08-15T17:39:56.707653+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Bot,UNKNOWN,https://www.aibot.how/,2026-08-15T17:39:56.707661+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Bypass,UNKNOWN,https://aibypass.com/,2026-08-15T17:39:56.707671+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Character Generator,UNKNOWN,https://boords.com/ai-character-generator,2026-08-15T17:39:56.707681+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Chatbot,UNKNOWN,https://apps.apple.com/us/app/ai-chatbot-ask-open-chat-bot/id6447467853,2026-08-15T17:39:56.707690+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Code Mentor,UNKNOWN,https://code-mentor.ai/,2026-08-15T17:39:56.707698+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Color Palette Generator,UNKNOWN,https://www.aicarousels.com/free-tools/ai-color-palette-generator-free,2026-08-15T17:39:56.707707+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Comic Factory,UNKNOWN,https://aicomicfactory.com/,2026-08-15T17:39:56.707715+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Cover Letter Generator,UNKNOWN,https://aicoverlettergenerator.me/,2026-08-15T17:39:56.707724+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Diary,UNKNOWN,https://aidiary.io/,2026-08-15T17:39:56.707732+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Engine,UNKNOWN,https://meowapps.com/ai-engine/,2026-08-15T17:39:56.707743+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Essay Writer,UNKNOWN,https://essaywriters.ai/,2026-08-15T17:39:56.707752+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Form Builder,UNKNOWN,https://www.fillout.com/ai-form-builder,2026-08-15T17:39:56.707764+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Form Roast,UNKNOWN,https://roastmyform.workhack.ai/grade,2026-08-15T17:39:56.707773+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Gallery,UNKNOWN,https://aigallery.app/,2026-08-15T17:39:56.707781+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Headshot Generator,UNKNOWN,https://vercel.com/templates/next.js/headshot-ai,2026-08-15T17:39:56.707790+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Home Design,UNKNOWN,https://aihomedesign.com/,2026-08-15T17:39:56.707799+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Image Enlarger,UNKNOWN,https://imglarger.com/,2026-08-15T17:39:56.707807+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Image Generator,UNKNOWN,https://brainpod.ai/ai-image-generator/,2026-08-15T17:39:56.707817+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Image to Caption Generator,UNKNOWN,https://apps.apple.com/us/app/ai-image-to-caption-generator/id6451452769,2026-08-15T17:39:56.707825+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Interior Pro,UNKNOWN,https://www.aiinteriorpro.com/,2026-08-15T17:39:56.707836+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Ai Intern,UNKNOWN,https://aiintern.io/,2026-08-15T17:39:56.707845+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Keywording Tool,UNKNOWN,https://pixify.io/ai-keywording-tool,2026-08-15T17:39:56.707856+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Lawyer,UNKNOWN,https://ailawyer.pro/,2026-08-15T17:39:56.707864+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Magic Writer,UNKNOWN,https://bigvu.tv/create/ai-magic-writer-for-video-scripts,2026-08-15T17:39:56.707872+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Magicx,UNKNOWN,https://aimagicx.com/,2026-08-15T17:39:56.707880+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Majic,UNKNOWN,https://aimajic.com,2026-08-15T17:39:56.707889+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Meal Planner,UNKNOWN,https://casadesante.com/pages/a-i-meal-planner,2026-08-15T17:39:56.707899+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,Ai Pakistani,UNKNOWN,https://aipakistani.com/,2026-08-15T17:39:56.707907+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Palette,UNKNOWN,https://www.aipalette.com,2026-08-15T17:39:56.707915+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Palettes,UNKNOWN,https://ai-palettes.com/,2026-08-15T17:39:56.707923+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Perfect Assistant,UNKNOWN,https://perfectassistant.ai/,2026-08-15T17:39:56.707931+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Pet Avatar,UNKNOWN,https://aipetavatar.com/,2026-08-15T17:39:56.707939+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Pet Photos,UNKNOWN,http://aipetphotos.com/,2026-08-15T17:39:56.707950+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Phone,UNKNOWN,https://www.aiphone.ai/,2026-08-15T17:39:56.707959+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Photo,UNKNOWN,https://ixeau.com/ai-photo/,2026-08-15T17:39:56.707967+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Photo Filter,UNKNOWN,https://www.stylar.ai/tools/ai-photo-filter,2026-08-15T17:39:56.707976+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Plagiarism Checker,UNKNOWN,https://plagiarismcheck.org/ai-plagiarism-checker-and-content-detector/,2026-08-15T17:39:56.707985+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Poem Generator,UNKNOWN,https://www.aipoemgenerator.org/,2026-08-15T17:39:56.707993+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Power,UNKNOWN,https://aipower.org/,2026-08-15T17:39:56.708001+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Profile Pictures,UNKNOWN,https://www.aiprofilepictures.com/,2026-08-15T17:39:56.708010+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Prompt Randomizer,UNKNOWN,https://promptrandomizer.tdbr.de/,2026-08-15T17:39:56.708021+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Quiz Generator,UNKNOWN,https://www.coursebox.ai/ai-quiz-generator,2026-08-15T17:39:56.708030+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Reverse Image Search,UNKNOWN,https://www.vecteezy.com/reverse-image-search,2026-08-15T17:39:56.708038+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Reviews,UNKNOWN,https://embedsocial.com/ai-reviews/,2026-08-15T17:39:56.708047+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Room Styles,UNKNOWN,https://www.airoomstyles.com/,2026-08-15T17:39:56.708055+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Screenwriter,UNKNOWN,https://aiscreenwriter.com/,2026-08-15T17:39:56.708063+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Sidekick,UNKNOWN,https://www.trysidekick.io/,2026-08-15T17:39:56.708071+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Social Bio,UNKNOWN,https://aisocialbio.com/,2026-08-15T17:39:56.708079+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Social Media Post Generator,UNKNOWN,https://www.semrush.com/goodcontent/ai-social-media-post-generator/,2026-08-15T17:39:56.708089+00:00
1.0,PRODUCT,Awesome AI Tools Dataset,https://raw.githubusercontent.com/LichAmnesia/awesome-ai-tools-dataset/main/data.csv,,AI Spend,UNKNOWN,https://aispend.io/,2026-08-15T17:39:56.708097+00:00
