schemaVersion,recordType,source.name,source.url,content.title,content.description,content.publishedAt,content.topic,collectedAt
1.0,NEWS,MarketScale,https://news.google.com/rss/articles/CBMi_gFBVV95cUxNN2NON3ZxaXpfU295TTNIbUxIM3ZtX193d2tHa1BKU0RzRFB1dmVOLW01LUszR3d5cWlfX01mTi1jQnFzamJCUUw4ZUlNem5icjZZTU9SQXdfbEFNeDV6RUtCck8tM1R3Ty0wcjN0QnZPeV85eXNfa2haejU5a3p3N3dXZUdqdXFWTzBYZlNQMWtoLThYSGIzZGRPdnpaODc3dFI2LXpUeTRsZ0dXb3ZsMWlRQ2JlRWNKMUsyNWZTYm1WVjlFbkx1aHNJRlZpRVRscTVHUlhFRzZFWEtQV2FnUERRdWVDVkNaZVFGZTlkTHNSMjdSWjNsZWlrWDN3UQ?oc=5,2026 demand gen benchmark survey targets AI workflow ROI - MarketScale,"<a href=""https://news.google.com/rss/articles/CBMi_gFBVV95cUxNN2NON3ZxaXpfU295TTNIbUxIM3ZtX193d2tHa1BKU0RzRFB1dmVOLW01LUszR3d5cWlfX01mTi1jQnFzamJCUUw4ZUlNem5icjZZTU9SQXdfbEFNeDV6RUtCck8tM1R3Ty0wcjN0QnZPeV85eXNfa2haejU5a3p3N3dXZUdqdXFWTzBYZlNQMWtoLThYSGIzZGRPdnpaODc3dFI2LXpUeTRsZ0dXb3ZsMWlRQ2JlRWNKMUsyNWZTYm1WVjlFbkx1aHNJRlZpRVRscTVHUlhFRzZFWEtQV2FnUERRdWVDVkNaZVFGZTlkTHNSMjdSWjNsZWlrWDN3UQ?oc=5"" target=""_blank"">2026 demand gen benchmark survey targets AI workflow ROI</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MarketScale</font>",2026-08-16T01:38:00+00:00,AI technology,2026-08-16T05:40:47.102032+00:00
1.0,NEWS,Philstar Life,https://news.google.com/rss/articles/CBMimAFBVV95cUxNeTVEN0g1STloc3J6c2xIZVVIX2JRcXFtTzFFdGR1X0paZWliUlp1NzdkTW1vTWpRdV9abXVJRndiYklvd3RzWWJkZlFZZkotU0lUbFRrWEM3ckFqRHJoaEZVQ2VwZFFza01kMWtkdHE1alJISWpzNXpJREFoZ2R1ZC1FSUxDUW9PaTduNGtBMEl3dnhENjNOWtIBmAFBVV95cUxNeTVEN0g1STloc3J6c2xIZVVIX2JRcXFtTzFFdGR1X0paZWliUlp1NzdkTW1vTWpRdV9abXVJRndiYklvd3RzWWJkZlFZZkotU0lUbFRrWEM3ckFqRHJoaEZVQ2VwZFFza01kMWtkdHE1alJISWpzNXpJREFoZ2R1ZC1FSUxDUW9PaTduNGtBMEl3dnhENjNOWg?oc=5,US to tell partners they must pick sides in AI race with China - Philstar Life,"<a href=""https://news.google.com/rss/articles/CBMimAFBVV95cUxNeTVEN0g1STloc3J6c2xIZVVIX2JRcXFtTzFFdGR1X0paZWliUlp1NzdkTW1vTWpRdV9abXVJRndiYklvd3RzWWJkZlFZZkotU0lUbFRrWEM3ckFqRHJoaEZVQ2VwZFFza01kMWtkdHE1alJISWpzNXpJREFoZ2R1ZC1FSUxDUW9PaTduNGtBMEl3dnhENjNOWtIBmAFBVV95cUxNeTVEN0g1STloc3J6c2xIZVVIX2JRcXFtTzFFdGR1X0paZWliUlp1NzdkTW1vTWpRdV9abXVJRndiYklvd3RzWWJkZlFZZkotU0lUbFRrWEM3ckFqRHJoaEZVQ2VwZFFza01kMWtkdHE1alJISWpzNXpJREFoZ2R1ZC1FSUxDUW9PaTduNGtBMEl3dnhENjNOWg?oc=5"" target=""_blank"">US to tell partners they must pick sides in AI race with China</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Philstar Life</font>",2026-08-16T01:37:00+00:00,artificial intelligence,2026-08-16T05:40:45.794700+00:00
1.0,NEWS,simplywall.st,https://news.google.com/rss/articles/CBMi5gFBVV95cUxQTmwwRnBrU1dnS290MV9hRVhuZ2JnSWhnVFpyTUZ3TmxVMjg4SXBBeVV5WFFJTV9rU0o0Y1BsU19pOXExYVRwZ25BMmNfRmNkRDhtTkJKQ2NlYmxuek1ZSkh1N3pFMVZIMHdMRGVjSDEzVzZpOGt0MXF5eFJ1OS1zRzJUcGFkSXpKbEdzY0VuYUJLZnRJUDVOandQa293RlNxdS12ZGdmOTVxdDI4Ym94US1oOWJNajlxYWFDZGNFcEJNd014RFp5LTNWRktqSkRDUlZaRmc1WmlOWkd1NFRycnBKUzV3d9IB6wFBVV95cUxQbmhCQ1AwSFcwQTgzUHdFMzJ0bGRZd05VRTJyczVqUWRlQjE3UnZ5bFBPTFlIamE2RjZ0cFV2ZWhObFBtVVhrWGEyeGZ0U2twU1ZpTVRhckw1ZUxFc3BZWXh1RGtfSEgycUt0SWc5OEQxQkZ2bm81WEVnWmJiYlhOdVhpS2hlMVFsQ01PTzg0RE5vX0xPQzRwNVR0eXo5azQ1UFN4cGt3VTc1TWhXWTlnUUk2bGhrQmM3Tm5fc08zemxNU2M4RVpFU3J4cWc1SVBKRzRsVENVb01sZGZYOFFvdjVhNEdtM0Q0VG44?oc=5,Profit Surge and New Leadership Might Change The Case For Investing In MeiraGTx Holdings (MGTX) - simplywall.st,"<a href=""https://news.google.com/rss/articles/CBMi5gFBVV95cUxQTmwwRnBrU1dnS290MV9hRVhuZ2JnSWhnVFpyTUZ3TmxVMjg4SXBBeVV5WFFJTV9rU0o0Y1BsU19pOXExYVRwZ25BMmNfRmNkRDhtTkJKQ2NlYmxuek1ZSkh1N3pFMVZIMHdMRGVjSDEzVzZpOGt0MXF5eFJ1OS1zRzJUcGFkSXpKbEdzY0VuYUJLZnRJUDVOandQa293RlNxdS12ZGdmOTVxdDI4Ym94US1oOWJNajlxYWFDZGNFcEJNd014RFp5LTNWRktqSkRDUlZaRmc1WmlOWkd1NFRycnBKUzV3d9IB6wFBVV95cUxQbmhCQ1AwSFcwQTgzUHdFMzJ0bGRZd05VRTJyczVqUWRlQjE3UnZ5bFBPTFlIamE2RjZ0cFV2ZWhObFBtVVhrWGEyeGZ0U2twU1ZpTVRhckw1ZUxFc3BZWXh1RGtfSEgycUt0SWc5OEQxQkZ2bm81WEVnWmJiYlhOdVhpS2hlMVFsQ01PTzg0RE5vX0xPQzRwNVR0eXo5azQ1UFN4cGt3VTc1TWhXWTlnUUk2bGhrQmM3Tm5fc08zemxNU2M4RVpFU3J4cWc1SVBKRzRsVENVb01sZGZYOFFvdjVhNEdtM0Q0VG44?oc=5"" target=""_blank"">Profit Surge and New Leadership Might Change The Case For Investing In MeiraGTx Holdings (MGTX)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">simplywall.st</font>",2026-08-16T01:36:40+00:00,machine learning,2026-08-16T05:40:48.331276+00:00
1.0,NEWS,Aju Press,https://news.google.com/rss/articles/CBMiV0FVX3lxTE9hR0tHeHJyZ29lT3pfblFHVWp4ZDl3RGhIWmZPZFBVczNTaFROd0dEZUZueEdPQjJnNW1CS2cxNHhPQXZmUDdJY1k0UThVdnZwY3N1d2hLWdIBV0FVX3lxTE9hR0tHeHJyZ29lT3pfblFHVWp4ZDl3RGhIWmZPZFBVczNTaFROd0dEZUZueEdPQjJnNW1CS2cxNHhPQXZmUDdJY1k0UThVdnZwY3N1d2hLWQ?oc=5,Gartner sees one in five firms pulling back on AI by 2028 as costs mount - Aju Press,"<a href=""https://news.google.com/rss/articles/CBMiV0FVX3lxTE9hR0tHeHJyZ29lT3pfblFHVWp4ZDl3RGhIWmZPZFBVczNTaFROd0dEZUZueEdPQjJnNW1CS2cxNHhPQXZmUDdJY1k0UThVdnZwY3N1d2hLWdIBV0FVX3lxTE9hR0tHeHJyZ29lT3pfblFHVWp4ZDl3RGhIWmZPZFBVczNTaFROd0dEZUZueEdPQjJnNW1CS2cxNHhPQXZmUDdJY1k0UThVdnZwY3N1d2hLWQ?oc=5"" target=""_blank"">Gartner sees one in five firms pulling back on AI by 2028 as costs mount</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Aju Press</font>",2026-08-16T01:33:26+00:00,AI technology,2026-08-16T05:40:47.101608+00:00
1.0,NEWS,Policy Circle,https://news.google.com/rss/articles/CBMihgFBVV95cUxQX2RBRjZ1bHEwT1pFdGdMam51NW5Ub09EWnNWYW5sc1ZwOU5FcUctUXdqQXlUc1dNbWVjYmt5Rm50S3hMYl8yY1ZBNFhpdC0zV1ZlNHlnd19idlF2UXR6TV94Yml2bkxPYktlWVBsVnV6RGJsdmZHVUd1R1dBNUVVdmhtREFqd9IBhgFBVV95cUxQX2RBRjZ1bHEwT1pFdGdMam51NW5Ub09EWnNWYW5sc1ZwOU5FcUctUXdqQXlUc1dNbWVjYmt5Rm50S3hMYl8yY1ZBNFhpdC0zV1ZlNHlnd19idlF2UXR6TV94Yml2bkxPYktlWVBsVnV6RGJsdmZHVUd1R1dBNUVVdmhtREFqdw?oc=5,AI infrastructure needs clear environmental rules | Policy Circle - Policy Circle,"<a href=""https://news.google.com/rss/articles/CBMihgFBVV95cUxQX2RBRjZ1bHEwT1pFdGdMam51NW5Ub09EWnNWYW5sc1ZwOU5FcUctUXdqQXlUc1dNbWVjYmt5Rm50S3hMYl8yY1ZBNFhpdC0zV1ZlNHlnd19idlF2UXR6TV94Yml2bkxPYktlWVBsVnV6RGJsdmZHVUd1R1dBNUVVdmhtREFqd9IBhgFBVV95cUxQX2RBRjZ1bHEwT1pFdGdMam51NW5Ub09EWnNWYW5sc1ZwOU5FcUctUXdqQXlUc1dNbWVjYmt5Rm50S3hMYl8yY1ZBNFhpdC0zV1ZlNHlnd19idlF2UXR6TV94Yml2bkxPYktlWVBsVnV6RGJsdmZHVUd1R1dBNUVVdmhtREFqdw?oc=5"" target=""_blank"">AI infrastructure needs clear environmental rules | Policy Circle</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Policy Circle</font>",2026-08-16T01:30:00+00:00,artificial intelligence,2026-08-16T05:40:45.794192+00:00
1.0,NEWS,sugermint.com,https://news.google.com/rss/articles/CBMifEFVX3lxTE5pOWlIM0hXQ043UkJ2emx2a3gzXzNhSGY0REcweklLRVRQVzJKc2Y5Ti1IWnVXeTVOOTV0aFd3LU9SdFVTM1lucW1rVE9Sc2xFSTVSY1RQNHBhSy1ubXBMeEZNOWtvcWJEc1VZWENBcWVhLUw5VXFpOXl2OHE?oc=5,"A conversation with Shipra Bhutada, Founder of User Connect Consultancy - sugermint.com","<a href=""https://news.google.com/rss/articles/CBMifEFVX3lxTE5pOWlIM0hXQ043UkJ2emx2a3gzXzNhSGY0REcweklLRVRQVzJKc2Y5Ti1IWnVXeTVOOTV0aFd3LU9SdFVTM1lucW1rVE9Sc2xFSTVSY1RQNHBhSy1ubXBMeEZNOWtvcWJEc1VZWENBcWVhLUw5VXFpOXl2OHE?oc=5"" target=""_blank"">A conversation with Shipra Bhutada, Founder of User Connect Consultancy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">sugermint.com</font>",2026-08-16T01:26:08+00:00,AI research,2026-08-16T05:40:51.591941+00:00
1.0,NEWS,syracuse.com,https://news.google.com/rss/articles/CBMitAFBVV95cUxQQldQcVFmYjVmWVROMXdzYkp2TnJQa1M5MEllbXhOdGlIMG43RHEtMndtYmVQS0tkZndoZHZ4R2I3b1Z0M3gwTWF4MkZaZVdWeDBEaWpQQ2Z4TFJibWM2Q3Y4eXBEaFpBSk9DOTFqb1V3dHVLUVJjVmFjZVhJaHJySG1LdXNGNFlYNVVEakJGTU81WUo2N1B2NnRrbHplR25YWHMzc3hLWDdneEZzTEdhTl90Nnk?oc=5,Experts release early Bills Week 1 predictions & AFC East odds following preseason win over Carolina - syracuse.com,"<a href=""https://news.google.com/rss/articles/CBMitAFBVV95cUxQQldQcVFmYjVmWVROMXdzYkp2TnJQa1M5MEllbXhOdGlIMG43RHEtMndtYmVQS0tkZndoZHZ4R2I3b1Z0M3gwTWF4MkZaZVdWeDBEaWpQQ2Z4TFJibWM2Q3Y4eXBEaFpBSk9DOTFqb1V3dHVLUVJjVmFjZVhJaHJySG1LdXNGNFlYNVVEakJGTU81WUo2N1B2NnRrbHplR25YWHMzc3hLWDdneEZzTEdhTl90Nnk?oc=5"" target=""_blank"">Experts release early Bills Week 1 predictions & AFC East odds following preseason win over Carolina</a>&nbsp;&nbsp;<font color=""#6f6f6f"">syracuse.com</font>",2026-08-16T01:00:00+00:00,deep learning,2026-08-16T05:40:52.690677+00:00
1.0,NEWS,Syllad,https://news.google.com/rss/articles/CBMikAFBVV95cUxPM2dHMFhDN3duc280bkxMSFRma2pWUW92eHBSWTUwakp3dEMwc0pZd0F2V3R3aWQ2QndLZGZSWVJtTTFfTGZBYWdGanpmbVY0cFhNSF9xdXFJQ1BuLXE4cEZMVjNqV2w0QUlvY2ZLanZvZVRHSjdPMVkwZlJMLTlPcEw2LUZfZlY1dEszN1c1blA?oc=5,"MWire Labs launches Lemka, speech AI for six Northeast languages - Syllad","<a href=""https://news.google.com/rss/articles/CBMikAFBVV95cUxPM2dHMFhDN3duc280bkxMSFRma2pWUW92eHBSWTUwakp3dEMwc0pZd0F2V3R3aWQ2QndLZGZSWVJtTTFfTGZBYWdGanpmbVY0cFhNSF9xdXFJQ1BuLXE4cEZMVjNqV2w0QUlvY2ZLanZvZVRHSjdPMVkwZlJMLTlPcEw2LUZfZlY1dEszN1c1blA?oc=5"" target=""_blank"">MWire Labs launches Lemka, speech AI for six Northeast languages</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Syllad</font>",2026-08-16T00:57:41+00:00,AI technology,2026-08-16T05:40:47.102205+00:00
1.0,NEWS,THISDAYLIVE,https://news.google.com/rss/articles/CBMihAFBVV95cUxQcHlnbjhzT0tKMFNadVVKVFozYlJRak5WWFFzUmxTTGtSUHFkS2RwQmlmczduVnJ3UF9mWW9aWjdNeEpfb2VUOXBqRUI5a0dUeTZSNHhyTFgwc1otZC0tcUVVelM1bDliWGpUbGlUUHVBWXZIVGxicVA2aWZ2YXBlVWNUbFo?oc=5,"AI, INVISIBLE WATERMARKS AND PLAGIARISM - THISDAYLIVE","<a href=""https://news.google.com/rss/articles/CBMihAFBVV95cUxQcHlnbjhzT0tKMFNadVVKVFozYlJRak5WWFFzUmxTTGtSUHFkS2RwQmlmczduVnJ3UF9mWW9aWjdNeEpfb2VUOXBqRUI5a0dUeTZSNHhyTFgwc1otZC0tcUVVelM1bDliWGpUbGlUUHVBWXZIVGxicVA2aWZ2YXBlVWNUbFo?oc=5"" target=""_blank"">AI, INVISIBLE WATERMARKS AND PLAGIARISM</a>&nbsp;&nbsp;<font color=""#6f6f6f"">THISDAYLIVE</font>",2026-08-16T00:39:26+00:00,generative AI,2026-08-16T05:40:49.264502+00:00
1.0,NEWS,MarketScale,https://news.google.com/rss/articles/CBMi5gFBVV95cUxQYUdwSHVHdHh2dmpUZElrXy1wS2I0NTZUNnNjaVZ5Y1dINXdxY3VxUlNRWlVRNUN0Vkt1Y2Z3ZnlNLXVnT3RYZ252cVZvM1NPeFAxZG1qZ2swX28xQ0hock81Ql9uWHV5NVRTRklBQmZELUk1LXZoaEl4VWRINEZwNTFqM3ZoQmZkZjlOSVFBY0hVY0paRVNwMngyZDQxQ1NkU3FXRVNqUTNSQ2JSaV9xTkltQ1hMQ2JLVFhpc1V1ZU9Da2pMQXhGSFMtRTBQVXJhUGx1STc0ME1IQndEWEpjOUtNMExuQQ?oc=5,"AI ambitions could push SpaceX to tens of trillions in value by the 2030s, analyst argues - MarketScale","<a href=""https://news.google.com/rss/articles/CBMi5gFBVV95cUxQYUdwSHVHdHh2dmpUZElrXy1wS2I0NTZUNnNjaVZ5Y1dINXdxY3VxUlNRWlVRNUN0Vkt1Y2Z3ZnlNLXVnT3RYZ252cVZvM1NPeFAxZG1qZ2swX28xQ0hock81Ql9uWHV5NVRTRklBQmZELUk1LXZoaEl4VWRINEZwNTFqM3ZoQmZkZjlOSVFBY0hVY0paRVNwMngyZDQxQ1NkU3FXRVNqUTNSQ2JSaV9xTkltQ1hMQ2JLVFhpc1V1ZU9Da2pMQXhGSFMtRTBQVXJhUGx1STc0ME1IQndEWEpjOUtNMExuQQ?oc=5"" target=""_blank"">AI ambitions could push SpaceX to tens of trillions in value by the 2030s, analyst argues</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MarketScale</font>",2026-08-16T00:35:00+00:00,artificial intelligence,2026-08-16T05:40:45.793905+00:00
1.0,NEWS,Startup Fortune,https://news.google.com/rss/articles/CBMingFBVV95cUxQZEpEazBZdU9xa3B0eGMxRG5yWmFtRGFnemdnSDZjbkF3TEFCQ3BPcWJCSU5xWUtrelgyTFJNSk1lRGtKelk1QU54ZE5VYWZKOU5iUWkzanBmbV9KNzZjbmgwLVRTRE00dzI5V3dCUURvUTY3TjRaVjVnQklhYmJoSTJCV3JKdzV0d01fc0JsZkpSQ3VYZGJ0OW1tZUQ4UQ?oc=5,Why AI Agent Approval Queues Are Replacing Full Autonomy for Founders - Startup Fortune,"<a href=""https://news.google.com/rss/articles/CBMingFBVV95cUxQZEpEazBZdU9xa3B0eGMxRG5yWmFtRGFnemdnSDZjbkF3TEFCQ3BPcWJCSU5xWUtrelgyTFJNSk1lRGtKelk1QU54ZE5VYWZKOU5iUWkzanBmbV9KNzZjbmgwLVRTRE00dzI5V3dCUURvUTY3TjRaVjVnQklhYmJoSTJCV3JKdzV0d01fc0JsZkpSQ3VYZGJ0OW1tZUQ4UQ?oc=5"" target=""_blank"">Why AI Agent Approval Queues Are Replacing Full Autonomy for Founders</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Startup Fortune</font>",2026-08-16T00:33:51+00:00,AI startup,2026-08-16T05:40:50.385849+00:00
1.0,NEWS,Bangalore Mirror,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNOW84WFhPNlUtT2dER1Z3dzE4S3JMRGNjZGtkYm00ckRpR2VqTGVMMXB3RXZkRFUtcHg2dW14UzdYNVBOSHZUR1FFUEpaRFZpRlQ5dHZuMEwweXc5NjgtTWh6SFdJbFEzbXQ2bzNXRnVWY0lrM1VVc251cnBtOXpDS1pvN1ViemMxdTVueTdLXzduODdBQnNLZ3RHZFFVRVVPdWl2bEZSaXYyV1NWbXdSVzByVkJCd2Zoa0pGT0dJNGpQYjJ6RC05WNIBzgFBVV95cUxPNXZPMmdQRURfWDh6bUJ1SE5WaXpzenBTT1ZMTG4yQ01qeV9iSGJmazJ5bHpyOVJEbHJkUnlsU0EyZFlnNXVzWnlZMjVyNER0TndaZjFlVHc5ZDNFZ0tCT1hxQ3lCLWU4c0o5MldOa1phSGFyTEVfc3h5NWJxQkZUZ1lHVEZZOVNoOXBBLTJxbnNEZzZZM2ZWMkExVjhSN0NudU1QNHNleF93aFBOWlZLTGJXaEZpV3BZa1Bpc1UzeU9VMTdnbGVJVVRKWG1ldw?oc=5,Branching out with green plans and AI ambitions - Bangalore Mirror,"<a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxNOW84WFhPNlUtT2dER1Z3dzE4S3JMRGNjZGtkYm00ckRpR2VqTGVMMXB3RXZkRFUtcHg2dW14UzdYNVBOSHZUR1FFUEpaRFZpRlQ5dHZuMEwweXc5NjgtTWh6SFdJbFEzbXQ2bzNXRnVWY0lrM1VVc251cnBtOXpDS1pvN1ViemMxdTVueTdLXzduODdBQnNLZ3RHZFFVRVVPdWl2bEZSaXYyV1NWbXdSVzByVkJCd2Zoa0pGT0dJNGpQYjJ6RC05WNIBzgFBVV95cUxPNXZPMmdQRURfWDh6bUJ1SE5WaXpzenBTT1ZMTG4yQ01qeV9iSGJmazJ5bHpyOVJEbHJkUnlsU0EyZFlnNXVzWnlZMjVyNER0TndaZjFlVHc5ZDNFZ0tCT1hxQ3lCLWU4c0o5MldOa1phSGFyTEVfc3h5NWJxQkZUZ1lHVEZZOVNoOXBBLTJxbnNEZzZZM2ZWMkExVjhSN0NudU1QNHNleF93aFBOWlZLTGJXaEZpV3BZa1Bpc1UzeU9VMTdnbGVJVVRKWG1ldw?oc=5"" target=""_blank"">Branching out with green plans and AI ambitions</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bangalore Mirror</font>",2026-08-16T00:30:00+00:00,artificial intelligence,2026-08-16T05:40:45.793849+00:00
1.0,NEWS,Bangalore Mirror,https://news.google.com/rss/articles/CBMimgFBVV95cUxOX2loVWZ3dG5BYXM1akxEeDVpWGVtRnUyejRUdHF6NF9CRnZjeW12d2VPa0FZY1oxX3dHbDVzVzdtQXBjQ1NqWmU3Y0RxcUFMdzF1RzVzMndhSUJVMW5HMktrNGNQZ1ZLSlg3YlhfMlpvWDJqSWpXY1RpZWstcU1TbkJHQm9XTUpoRVR2aFM3Z3pVM0xrNUVvYzJB0gGaAUFVX3lxTE5faWhVZnd0bkFhczVqTER4NWlYZW1GdTJ6NFR0cXo0X0JGdmN5bXZ3ZU9rQVljWjFfd0dsNXNXN21BcGNDU2paZTdjRHFxQUx3MXVHNXMyd2FJQlUxbkcyS2s0Y1BnVktKWDdiWF8yWm9YMmpJaldjVGllay1xTVNuQkdCb1dNSmhFVHZoUzdnelUzTGs1RW9jMkE?oc=5,In Brief - Bangalore Mirror,"<a href=""https://news.google.com/rss/articles/CBMimgFBVV95cUxOX2loVWZ3dG5BYXM1akxEeDVpWGVtRnUyejRUdHF6NF9CRnZjeW12d2VPa0FZY1oxX3dHbDVzVzdtQXBjQ1NqWmU3Y0RxcUFMdzF1RzVzMndhSUJVMW5HMktrNGNQZ1ZLSlg3YlhfMlpvWDJqSWpXY1RpZWstcU1TbkJHQm9XTUpoRVR2aFM3Z3pVM0xrNUVvYzJB0gGaAUFVX3lxTE5faWhVZnd0bkFhczVqTER4NWlYZW1GdTJ6NFR0cXo0X0JGdmN5bXZ3ZU9rQVljWjFfd0dsNXNXN21BcGNDU2paZTdjRHFxQUx3MXVHNXMyd2FJQlUxbkcyS2s0Y1BnVktKWDdiWF8yWm9YMmpJaldjVGllay1xTVNuQkdCb1dNSmhFVHZoUzdnelUzTGs1RW9jMkE?oc=5"" target=""_blank"">In Brief</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bangalore Mirror</font>",2026-08-16T00:30:00+00:00,artificial intelligence,2026-08-16T05:40:45.793860+00:00
1.0,NEWS,The Economic Times,https://news.google.com/rss/articles/CBMi0gFBVV95cUxOazNXNUNOVmNwOVdBZUg5endaQjVPYlcwQjlXUzlkS01kQVVMSEtmdmtZdElnUDNSRXMyZjFhOWZ1RzFrNjU3MFNYMGFqblhQNkhMR3kxQkJXMGRWRnNDQ2pRbkdrQm1BcE5jb2V3MWVKOHBRUHhuTENSdlBIVEZYTmp2dkZ2bWxDRVRYNENMTVZIYTRCck5FNW55V2hYUmJkYlJLT1k1ZWN2aHJGNkk2cTdaTGRucjVqUFM3bm5nVjl5elFDM2FSSXpYZ1ZmZ2IxX0HSAdcBQVVfeXFMTlZob2FuSk1wWFVhYnZxUm80MzNwN3E2czBtdXFXU3JxaHN5dFVvVmk5OGY1Q2Y1LTY1eDc0aEVkZjNsSnJxZWhzWEpLbzZxRDgyTXp4cXRJRmR0M1NXMEtiLUVSeVdtc3pMNzRDbW9rWUVfY3E0bzRvbTRHOWlndUh4aXNZNzJzMXZ5Vk5tOUV3dTFXQkxXSlZncXFKNTFCV21sMWM0WTR2UzdmZ2x2SXQwV05JU1VCeXUxN0I5TnZJb3hURWNsdjZ3ZnQ2QjZnLXc5RXVhems?oc=5,AI-led matchmaking apps getting all the investor love - The Economic Times,"<a href=""https://news.google.com/rss/articles/CBMi0gFBVV95cUxOazNXNUNOVmNwOVdBZUg5endaQjVPYlcwQjlXUzlkS01kQVVMSEtmdmtZdElnUDNSRXMyZjFhOWZ1RzFrNjU3MFNYMGFqblhQNkhMR3kxQkJXMGRWRnNDQ2pRbkdrQm1BcE5jb2V3MWVKOHBRUHhuTENSdlBIVEZYTmp2dkZ2bWxDRVRYNENMTVZIYTRCck5FNW55V2hYUmJkYlJLT1k1ZWN2aHJGNkk2cTdaTGRucjVqUFM3bm5nVjl5elFDM2FSSXpYZ1ZmZ2IxX0HSAdcBQVVfeXFMTlZob2FuSk1wWFVhYnZxUm80MzNwN3E2czBtdXFXU3JxaHN5dFVvVmk5OGY1Q2Y1LTY1eDc0aEVkZjNsSnJxZWhzWEpLbzZxRDgyTXp4cXRJRmR0M1NXMEtiLUVSeVdtc3pMNzRDbW9rWUVfY3E0bzRvbTRHOWlndUh4aXNZNzJzMXZ5Vk5tOUV3dTFXQkxXSlZncXFKNTFCV21sMWM0WTR2UzdmZ2x2SXQwV05JU1VCeXUxN0I5TnZJb3hURWNsdjZ3ZnQ2QjZnLXc5RXVhems?oc=5"" target=""_blank"">AI-led matchmaking apps getting all the investor love</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Economic Times</font>",2026-08-16T00:30:00+00:00,artificial intelligence,2026-08-16T05:40:45.794181+00:00
1.0,NEWS,tech-insider.org,https://news.google.com/rss/articles/CBMidkFVX3lxTE5HNGwtMGJyOWN1MkFJWVFMTW95a05EWnFpZFRYRC1vOVBGZmtEY294RGN5N05mT251Sm42cUhLNGNpMEkwR0E0LS11U0l3c3BiNHFLb0VwSUd5WnhhWjZNU0Zvck5TRkQwbHQ0d3RQelFNQllDaXc?oc=5,Retroid Pocket Nova vs AYN Odin 2: $160 Price Gap [2026] - tech-insider.org,"<a href=""https://news.google.com/rss/articles/CBMidkFVX3lxTE5HNGwtMGJyOWN1MkFJWVFMTW95a05EWnFpZFRYRC1vOVBGZmtEY294RGN5N05mT251Sm42cUhLNGNpMEkwR0E0LS11U0l3c3BiNHFLb0VwSUd5WnhhWjZNU0Zvck5TRkQwbHQ0d3RQelFNQllDaXc?oc=5"" target=""_blank"">Retroid Pocket Nova vs AYN Odin 2: $160 Price Gap [2026]</a>&nbsp;&nbsp;<font color=""#6f6f6f"">tech-insider.org</font>",2026-08-16T00:26:17+00:00,machine learning,2026-08-16T05:40:48.331483+00:00
1.0,NEWS,Intellectia AI,https://news.google.com/rss/articles/CBMigwFBVV95cUxNWkZXTW9uZ2VJRFUwSG1EZ3p6dzYwWkVKWmRoNVZhbnBJcHoyeXpDOVdURm1NNVRSb0hyQ0FHQThmQ2tDdDBmOUVsVnpwMmlOVUhmV182LTBfbHlnQXJPM0lncjhWUGloOExzT0JTcnBqbkVXQXY2OW1Ub3ljdG43V2pFOA?oc=5,S&P 500 Record High August 2026: AI Chip Earnings Drive Historic Rally - Intellectia AI,"<a href=""https://news.google.com/rss/articles/CBMigwFBVV95cUxNWkZXTW9uZ2VJRFUwSG1EZ3p6dzYwWkVKWmRoNVZhbnBJcHoyeXpDOVdURm1NNVRSb0hyQ0FHQThmQ2tDdDBmOUVsVnpwMmlOVUhmV182LTBfbHlnQXJPM0lncjhWUGloOExzT0JTcnBqbkVXQXY2OW1Ub3ljdG43V2pFOA?oc=5"" target=""_blank"">S&P 500 Record High August 2026: AI Chip Earnings Drive Historic Rally</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Intellectia AI</font>",2026-08-16T00:11:56+00:00,AI technology,2026-08-16T05:40:47.101966+00:00
